"","Domain","Phylum","Class","Order","Family","Genus","Species"
"6c5ef17f35865b95449c2b0dbf61736c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Family_XIII_AD3011_group",NA
"b3c0f8a6bd0f809126f024fc341952d7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Family_XIII_AD3011_group",NA
"834f891821d1fba886ead985517f89d5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Anaerovorax",NA
"1a115cf9238521f2ff6ed5c6ba07c39c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"cb45580913bbbf05d15cff917ea11e70","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"c2feb88898a8011961482c1087465919","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"5335feb9f54a6051f51b0addaea7dc4d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Family_XIII_UCG-001",NA
"4dd78e0b3df4ee8209fa4ea007c70a77","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"9d6d78b1562ae38fc262ac9cb4ff7369","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae"," g__Family_XIII_AD3011_group",NA
"30adc61e59ba846251833999dee18c39","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"d286b57a845644d50ad16e969a0f7456","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"415071744090c7b750e4d9ef9216d4bd","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__CHKCI002",NA
"4945a729da0c0dcfc2120c65646a7f42","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__CHKCI002",NA
"da857acfc5736d02b9eeeadb945b7eb5","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"8dc7a5f8022003a2bf10604cab685f10","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"5b4466b90212bf6725282c331e68d2e2","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__CHKCI002",NA
"c013282efd84c52df242171b702cdd9c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"4fcc933f7d7cc81a2ec927dd0866fb2d","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Berryella",NA
"de18e87377e80470d97ae71619a505fa","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Berryella",NA
"da12fa97336bfbfa16705d2f6e330a64","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"2e7193b35cf7424a5aeec1ac54468212","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Berryella",NA
"3339c82abc37709212eb1feae4e3657c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Olsenella",NA
"d3643281682c0f8a5d21fcd1411ce383","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Olsenella",NA
"f6528b2f4e12109c9a5e45d554555049","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"58e3585f504fc0f40a669e1d82a06bee","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"1f7c76b0335d5bed462957065ddee48f","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"4cba15e26c64c10a6e902a0dd2c0f06e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"18bbaffee20be0f8ffbf263c1b82da7d","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"ab6e662f9aba8d6725ed6dddec0aad7b","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"5062ed2cdf55db500a5d1495ee3facec","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Gordonibacter",NA
"177a1d72fec42fc073b6aee10b2b8d41","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Gordonibacter",NA
"c3d3979aa594fb028dd2596c29b214ee","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"d005e6c9a42b8b0270fe77f69bb8354c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae",NA,NA
"a55e1705400e1e43e3d0de33745c83d0","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Asaccharobacter",NA
"fe437dbf6f413de277ea1f26f2ee91d7","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae",NA,NA
"23f28eda40118ef826c7687e2a655c53","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Asaccharobacter",NA
"03f7f337f3c176e06f96b51e55a5d2b1","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"7524e6306c8580313ea0aca711de57f5","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Enorma",NA
"d34f65c85172c2b08dbc86320d63fa55","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Enorma",NA
"fd0ea5e52a60c57c66553c13d72a84c3","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"fe521b0b5c4b3b8dbf6e1b09f6ef69c1","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"305fc555b89d965cbed474f9a4b3c68b","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Olsenella",NA
"06f44af8ebf371e4cf0909844656b7bb","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"80f2022d032127e26318d66c1b7742a7","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"09a04ab6826ab07cea2a8370bf949308","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Coriobacteriaceae"," g__Collinsella",NA
"ba05d611035e00d1f9bc16df795ee054","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae",NA,NA
"c015287c654421434118384b657d4d8a","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Paraeggerthella",NA
"b05d5410a021d5ccacbb24ca70400846","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Enteroscipio",NA
"698ca2c726ec1e194b7371fb7dadefcd","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Gordonibacter",NA
"1213c8d5f43c17f213c03466200158d3","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Asaccharobacter",NA
"e24316fd2cf33c52b1933551c4ea0f68","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Adlercreutzia",NA
"cf2bf6c0d9a1aebde693f860f682d7b1","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"e8aa52334dfaa641424735d4e1814092","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"13c44e9916702f095de1fb3a6c4c91f4","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Slackia",NA
"124d185b4a0236ebfadf068a1f1f9d01","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Coriobacteriaceae_UCG-003",NA
"f5b51fa0c25b3557bc5c044d63653068","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Coriobacteriaceae_UCG-003",NA
"59ed7f1ece8301e79081cea387de2972","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Coriobacteriaceae_UCG-003",NA
"521519783329590341d070c5f9a21458","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Tractidigestivibacter",NA
"1909bf6a822edba713fabbb166e6ff29","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Coriobacteriaceae_UCG-002",NA
"55025b65537f0f0fffe68bffaf94178e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Olsenella",NA
"c7b192d17944cef9e128fbf79e28770c","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae",NA,NA
"f6a12d583e9f1771190d43fe0ed8c99e","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Tractidigestivibacter",NA
"9026bc9b68ebb72b9e7113330dea51a6","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Tractidigestivibacter",NA
"4499b0901e611126af0d04752c158976","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NK3A20_group",NA
"d8ea3defa13b1f432a374d7b15794a45","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Blautia",NA
"f7d07a581de032d9f8d48fdc83998f81","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Ruminococcus]_gnavus_group",NA
"2fc954d862c73a0383c9c4ee661dfc32","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Incertae_Sedis",NA
"e501f207495b14d19b74f2e7317c2547","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Blautia",NA
"6df0556a0766835ea24ae60a315a1950","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Blautia",NA
"897c15194c7a35d00c1811639209a209","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Blautia",NA
"d60ed0bed28ce1c6396c20719f7b75f9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Incertae_Sedis",NA
"23aeb35eff3e572975ea6ba7fc07ee51","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NK4A136_group",NA
"98acd8acbe3683838a11592dc1f0dab9","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2160ebf4b968975c52061a9eb76f477c","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"dd7e67d13a5d162af6bea81e8fbb0847","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"0e74e5048da8c9f4e9d2e2584048a565","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1dff338f91b8bb105a13481c799edc9d","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"413c3513fb6dd5379d34adbf4a6dc58f","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"4ea8cb77ad85e988574f3de91c621417","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"8a697db18403f14e0719477786898374","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ab3f1de15a5090dc88412655986e42d3","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"83e9a64ed2f4fe24f52ffb1ef90e4dfa","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"97fd87f08c1e3fac492cb335724f3339","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"e99841f014ba090b36a3910d9d237a74","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"3bf9412638c8bf809f6331ed7226df34","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"9cbd2226d2d94a5feefacf339939ff1d","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"fd331902cf67bb94b8c376c50d0ce2f0","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"c85403982dd87a82f86cbe9f2e54a099","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"fd00855290f53f58f72cf40f4e286bc7","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"a3c8dab28263741c99943e84ea6157af","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"6b3e372fbbf278359903622005052457","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"6a52e29f4426bcb7eb667cba6fce5b89","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"f44d5f75596d7dc24c5d0521a10999e5","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"81e5f692be6981d14bd447632cd41f6c","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"aea53a5cc16057591b4f7a3fdccee8d6","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"8f09367173ae8e48b3334bd3f6fd22f2","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"c4a990e15e612fdb6968d5d4d0c51a48","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"89fe412248ac3e6091bc25df4fda336c","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ae8145d86b3f0ad7368532c9fd61359d","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"89a23bdf52b8a65baaf6bd111ba8909e","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"949acad3e12258f57ebb1c5995e062e3","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"53c693754889dacc56801a910ef55c09","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d93e4d059476678bbe0f48d0cd04daf7","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"fe828f1963a706d6a2cc3091ef2cc00b","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"eb133fc52e151e45ef64e224307285bf","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1b0098a811a2e23fdecfb29cb4ce030a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"bfaee86c94849fca2c3f7138fd5565bd","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"b067780f61ae726c9ec870dd918e5169","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"289ba109e28b5ec2c41959f76101b8f7","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"63eec7217029ac8828ed5e6fb431d9af","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Rikenellaceae"," g__Alistipes",NA
"f2bfc2e475b4aca3fb84262f7bd13a90","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"5deb28a5f59ae9635841d4e157253298","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"f0ed42c14d339025a7c198d84e4ded0b","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ea4129ccc4dce72de6259e1ce71dd83e","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"3dcf378f483907c46e5142e064598cb6","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"b83ce14a3f56799b4c005d36bb86ebae","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"087666690375b777048b392f8b3086a5","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"642f08047adb6831998d01d090f87883","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"620706a9f17b1991494310e7b68a21a5","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d93ad568abc0e5db6f747fe68f60d10a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"10ac29bd0d8a8ceb4c9423c5cb57204a","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"8ae12520ddb4f20778998628523eb967","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"d51b579c4f7d3f76b59ec8cda1249ffb","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"5a7ad8d4597849a52b2bf18ac871d1a8","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"ac1bc3b41faf44273a5204b7e8ce72fa","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"76099bfb50e5a655ed670198b175d950","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"6e09c87458a481aaa33ec41f8c60953f","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"2eb9c2257651805a281d0eb2e65e99dd","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"f769cf13915f17669bf3d34b53948ba4","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"faa6bbe1a1ff5543176c7d02347cb47b","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"03755591ed28ef15c029615005efaa15","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"54d696d04f2327ebabfccd5bb87f1532","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_UCG-014"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"39cd191cfd2e12185674a25406ff7826","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"725d7b73f1fa71453f944c5e560cbaf9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Defluviitaleaceae"," g__Defluviitaleaceae_UCG-011",NA
"3520a472e56d966698a24f7759ac4778","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenellaceae_R-7_group",NA
"2bbf9fd31d853564f474e0d0bb0ce627","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenellaceae_R-7_group",NA
"8b0d4ec0166e42cf7aface6189ab7d52","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales",NA,NA,NA
"a191baf20760747112d3ad7f2d848132","d__Bacteria"," p__Bacillota",NA,NA,NA,NA,NA
"435b8a0fb0903397eb9506f9e7c96daf","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"6904c55b5e248cc4541d62a4af8d7de8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"64d3b1c9d96fe4ab7bdd452297a027e2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"2f2a6e1c3ad1435cfeb34b80a5d7a7f9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"c9040c0e6a34d4e0e882ae024cb64571","d__Bacteria"," p__Bacillota",NA,NA,NA,NA,NA
"90fed3fc69aa1fcb9403644eb985a81e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"379988b0175ed493fbe9e2a1493cb186","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"7415506f007ff4d5688b45f9e196eca0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"f554edeaf186a7e4fee53ddea0b0c0e9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"90d34bceafd0707e30baf178ae696762","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"8a61813645a656a2eb843124a3a9482b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"d834806effa701c0b082d503067b78bc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"5bd14c3dc723878dcdf1ab41b009b7b0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"d89719bd0f7fb74be5d266825812b75e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"92811ea30d1cdcfc850f3dc3d82862e5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"8c5c953fff4ccf07fc2de82753a069ff","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"850370e22ac8870b5ec02a4e4de858d7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"efbe1e650753c81b844ac3b439644da0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Peptococcus",NA
"4665c6d836bd1ca468308401216307ad","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Peptoniphilus",NA
"d702a3a9a66d97ab45ebb841ae5de616","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Peptoniphilus",NA
